Id	Folio	Evento	Periodo	Minutos	Vuelta	Segundos	Etapa	Bin1	Bin2	Bin3	Bin4	Bin5	Bin6	Rc1	Rc2	Rc3	Rc4	Rc5	Rc6	Calificacion	Seccion	Resultado	Inicio	Salida	Termino
4441	331097	comipems-15	1516	49	10	54	7	1110100000	0100000011	0001010110	1010100000	0000000000	0100000000	@1 am@2 is@3 are@4 Are@5 Are@6Is@7 a@8 an@9 a@10 not	@11 not@12aren@13 What@14 When@15 What@16 is@17 are@18 is@19 my@20 his	@21 Her@22 children@23 son@24is it@25 Is@26 There is@27 There are@28 go@29 dance@30 like	@31 don@32 not@33 doesn@34 Are@35 Do...play@36 do...teach@37 can do@38 not take@39 did...do@40 didn	@41 Were@42 are@43 eat@44 are writing@45 can@46 can@47 don@48are@49is...going@50 visited	@51 Are ... going taking@52 more attractive@53 more pretty @54 as quiet @55 taller@56 are@57 didn@58 will travel@59 after@60 nothing	23.73	A	Introductorio	2015-07-30 05:05:00	2015-07-30 05:13:40	S
4442	406488	comipems-15	1516	39	20	21	7	0111101110	1111001100	1000110100	1001100111	1011000001	1000010100	@1 are@2 is@3 are@4 Is@5 Are@6Is@7 an@8 a@9 an@10 not be	@11 am not @12aren@13 Who@14 What@15 What@16 is@17 is@18 are@19 your@20 her	@21 Their@22 children@23 daughter@24it@25 It@26 There is@27 There are@28 go@29 dancing@30 to like	@31 don@32 don@33 don@34 Do@35 Do...play@36 do....teaches@37 do@38 is not taking@39 are...doing@40 weren	@41 Was@42 was@43 ate@44 wrote@45 can@46 don@47 can@48are@49do....go@50are going to visit	@51 Are ... going to take@52 most attractive@53 more pretty @54 as quiet @55 taller@56 have been @57 isn@58 have traveled@59 after@60 nothing	50.85	A+	Básico	2015-07-30 05:07:57	2015-07-30 05:25:51	S
4443	321017	comipems-15	1516	48	11	17	7	1111111111	1111111111	1111111111	1111101111	1111111111	1111011111	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teaches@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet as@55 taller@56 have been @57 hasn@58 have traveled@59 yet@60 no	96.61	B+	Pre-Intermedio	2015-07-30 05:06:22	2015-07-30 05:16:39	S
4444	415174	comipems-15	1516	49	10	32	7	1111001101	0010000011	1100100100	1001100101	1000000000	0100100001	@1 am@2 is@3 are@4 Is@5 Is@6 Be@7 an@8 a@9 any@10 isn	@11 not@12not be@13 Who@14 When@15 Where@16 is@17 am@18 am@19 my@20 his	@21 Their@22 parents@23 son@24its@25 It@26 There are@27 There are@28 go@29 dancing@30 like	@31 don@32 isn@33 don@34 Do@35 Do...play@36 does...teaches@37 can do@38 is not taking@39 will...doing@40 weren	@41 Was@42 are@43 eats@44 are writing@45 can@46 can@47 can@48are@49do....go@50 visited	@51 Are ... going taking@52 more attractive@53 more pretty @54 so quiet that@55 tallest@56 will be@57 isn@58 are traveling@59 after@60 no	37.29	A	Introductorio	2015-07-30 05:06:53	2015-07-30 05:20:07	S
4445	390410	comipems-15	1516	47	12	54	7	1111111111	1111111111	1111111111	1111001111	1111111111	1100111111	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Does...play@36 does...teaches@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettiest @54 quiet enough@55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 no	93.22	B+	Pre-Intermedio	2015-07-30 05:06:56	2015-07-30 05:17:59	S
4446	323671	comipems-15	1516	49	10	31	7	1111111100	1111111100	1101111111	1110000100	0111000011	0000110010	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 any@10 not be	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 his@20 her	@21 Their@22 parents@23 daughter@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Are@35 Does...plays@36 does...teaches@37 doing@38 is not taking@39 did...do@40 wasn	@41 Did@42 were@43 ate@44 wrote@45 don@46 can@47 don@48are@49did....go@50are going to visit	@51 Did ... take@52 the most attractive@53 more pretty @54 so quiet that@55 tallest@56 have been @57 doesn@58 traveled@59 yet@60 any	61.02	B	Pre-Intermedio	2015-07-30 05:09:36	2015-07-30 05:18:48	S
4447	471687	comipems-15	1516	43	16	38	7	1111111111	1100111110	1110111001	1001111110	1100010001	0110100100	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Where@14 When@15When@16 are@17 is@18 are@19 my@20 its	@21 Their@22 parents@23sister@24is@25 It@26 There is@27 Are there@28 going@29 dancing@30 likes	@31 don@32 don@33 don@34 Do@35 Do...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 don	@41 Was@42 were@43 eat@44 are writing@45 can@46 didn@47 can@48does@49is...going@50are going to visit	@51 Do ... like taking@52 more attractive@53 prettier @54 so quiet that@55 tallest@56 can be@57 isn@58 have traveled@59 never@60 none 	64.41	A+	Básico	2015-07-30 05:18:40	2015-07-30 05:33:08	S
4448	329641	comipems-15	1516	39	20	52	7	1111111111	1111011101	1111110111	1111101111	0111111101	1111011110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15 Where@16 are@17 is@18 are@19 his@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 There are@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teaches@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Did@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49does....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet as@55 taller@56 have been @57 hasn@58 have traveled@59 yet@60 any	86.44	B+	Pre-Intermedio	2015-07-30 05:21:43	2015-07-30 05:41:50	S
4449	329642	comipems-15	1516	39	20	13	7	1111111111	1111111111	1110111111	1111111111	1111110111	1111011110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 can@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet as@55 taller@56 have been @57 hasn@58 have traveled@59 yet@60 any	93.22	B+	Pre-Intermedio	2015-07-30 05:22:55	2015-07-30 05:41:49	S
4450	441995	comipems-15	1516	43	16	17	7	1111111111	1111111111	1111111111	0111101010	1111111100	0000100000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 am not@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teaches@37 am doing@38 does not take@39 are...doing@40 didn	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49is...going@50 visited	@51 Do ... like taking@52 most attractive@53 prettiest @54 quiet enough@55 tallest@56 will be@57 doesn@58 will travel@59 after@60 any	74.58	B	Pre-Intermedio	2015-07-30 05:26:05	2015-07-30 05:41:17	S
4451	356713	comipems-15	1516	45	14	35	7	1111101111	1111111111	1111101111	1111101111	1111111011	1101110111	@1 am@2 is@3 are@4 Is@5 Are@6Is@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 Is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teaches@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48do@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 as quiet as@55 tallest@56 have been @57 doesn@58 have traveled@59 yet@60 no	89.83	B+	Pre-Intermedio	2015-07-30 05:26:03	2015-07-30 05:40:01	S
4452	431364	comipems-15	1516	59	7	12	7	1110011001	0000000110	0111100111	1001000000	1000001000	0010000000	@1 am@2 is@3 are@4 Am@5 Is@6Are@7 an@8 one@9 a@10 isn	@11 not@12isn@13 What@14 Who@15 Where@16 is@17 are@18 are@19 my@20 my	@21 Her@22 parents@23sister@24is it@25 It@26 They are@27 There are@28 go@29 dance@30 likes	@31 don@32 isn@33 isn@34 Do@35 Does...plays@36 does...teaches@37 do@38 does not take@39 did...do@40 didn	@41 Was@42 are@43 eat@44 write@45 don@46 can@47 didn@48are@49is...going@50 visit	@51 Are ... going taking@52 the most attractive@53 prettier @54 as quiet @55 as tall@56 are@57 isn@58 are traveling@59 since@60 any	32.2	A	Introductorio	2015-07-30 05:25:33	2015-07-30 05:32:01	S
4453	357222	comipems-15	1516	37	22	45	7	1100000000	1001000110	0110111010	1111110100	0110100001	0110000110	@1 am@2 is@3 is@4 Are@5 Is@6Is@7 one@8 one@9 a@10 not	@11 am not @12not be@13 Where@14 What@15 Where@16 be@17 are@18 are@19 my@20 its	@21 Its@22 parents@23sister@24it@25 It@26 There is@27 Are there@28 going@29 dance@30 	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teach@37 can do@38 is not taking@39 did...do@40 didn	@41 Were@42 were@43 ate@44 write@45 didn@46 won@47 can@48do@49does....go@50are going to visit	@51 Did ... take@52 more attractive@53 prettier @54 quiet enough@55 as tall@56 will be@57 doesn@58 have traveled@59 yet@60 any	44.07	A	Introductorio	2015-07-30 05:30:41	2015-07-30 05:50:04	S
4454	403308	comipems-15	1516	38	21	49	7	1111111111	1111111111	1111111111	1101101111	1111101111	1110110110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 don@34 Do@35 Do...play@36 does...teaches@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 don@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 so quiet that@55 tallest@56 have been @57 doesn@58 have traveled@59 yet@60 any	89.83	B+	Pre-Intermedio	2015-07-30 05:27:16	2015-07-30 05:47:14	S
4455	363027	comipems-15	1516	49	10	40	7	1111111111	1111111111	1111111111	1111111111	1111111111	1101111111	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 as quiet as@55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 no	98.31	B+	Pre-Intermedio	2015-07-30 05:28:17	2015-07-30 05:37:26	S
4456	471892	comipems-15	1516	28	31	20	7	1110111011	1111111111	0111111011	1101001111	0011001000	0001110001	@1 am@2 is@3 are@4 Are@5 Are@6Are@7 an@8 one@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Her@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 going@29 dance@30 likes	@31 don@32 doesn@33 don@34 Do@35 Does...play@36 do....teaches@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Did@42 are@43 ate@44 wrote@45 can@46 don@47 didn@48does@49does....go@50 visited	@51 Do ... like taking@52 most attractive@53 more pretty @54 as quiet as@55 tallest@56 have been @57 didn@58 traveled@59 after@60 no	66.1	B	Pre-Intermedio	2015-07-30 05:34:58	2015-07-30 06:06:27	S
4457	325798	comipems-15	1516	39	20	34	7	0101100000	0000101110	1000100000	1001000100	0000000000	1110000000	@1 are@2 is@3 am@4 Is@5 Are@6Is@7 a@8 an@9 any@10 aren	@11 are not @12not@13 When@14 When@15When@16 is@17 is@18 are@19 my@20 her	@21 Their@22 children@23 brother@24is@25 It@26 They are@27 There are@28 going@29 to dance@30 to like	@31 don@32 don@33 don@34 Do@35 Does...plays@36 do...teach@37 can do@38 is not taking@39 did...do@40 don	@41 Were@42 was@43 eating@44 write@45 don@46 don@47 don@48are@49is...going@50 visited	@51 Are ... going to take@52 more attractive@53 prettier @54 so quiet that@55 taller@56 will be@57 doesn@58 will travel@59 never@60 nothing	25.42	A	Introductorio	2015-07-30 05:37:34	2015-07-30 05:54:41	S
4458	385141	comipems-15	1516	30	0	60	0	-	-	-	-	-	-	0	0	0	0	0	0	-	-	-	2015-07-30 05:35:23	2015-07-30 05:35:23	N
4459	379237	comipems-15	1516	40	19	50	7	1111101101	1111100010	1110101110	0111001000	0011000001	0100100000	@1 am@2 is@3 are@4 Is@5 Are@6Is@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 is@17 are@18 is@19 my@20 her	@21 Their@22 parents@23sister@24is@25 It@26 They are@27 Are there@28 go@29 dance@30 like	@31 not@32 doesn@33 doesn@34 Do@35 Do...plays@36 do...teach@37 am doing@38 not taking@39 do...do@40 wasn	@41 Is@42 are@43 ate@44 wrote@45 can@46 can@47 can@48do@49do....go@50are going to visit	@51 Did ... take@52 more attractive@53 more pretty @54 quiet enough@55 tallest@56 will be@57 isn@58 will travel@59 never@60 nothing	49.15	A+	Básico	2015-07-30 05:42:30	2015-07-30 05:59:08	S
4460	445608	comipems-15	1516	44	15	21	7	1111111101	1011101010	1110100111	1011010011	1000000001	1100000010	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 a@10 isn	@11 am not @12not be@13 Who@14 What@15When@16 be@17 is@18 is@19 my@20 her	@21 Their@22 parents@23sister@24it@25 It@26 There are@27 There are@28 go@29 dance@30 likes	@31 don@32 don@33 doesn@34 Do@35 Do...plays@36 does...teach@37 doing@38 not take@39 are...doing@40 weren	@41 Was@42 be@43 eating@44 write@45 don@46 don@47 can@48does@49do....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 quiet enough@55 taller@56 will be@57 doesn@58 are traveling@59 yet@60 any	54.24	A+	Básico	2015-07-30 05:49:48	2015-07-30 06:03:09	S
4461	440855	comipems-15	1516	36	23	22	7	1111111111	1111111111	1111111110	1001100110	0111000001	1111110010	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 like	@31 don@32 isn@33 don@34 Do@35 Do...play@36 do...teach@37 do@38 is not taking@39 are...doing@40 wasn	@41 Is@42 were@43 ate@44 wrote@45 can@46 don@47 can@48are@49does....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet as@55 tallest@56 have been @57 doesn@58 are traveling@59 yet@60 any	74.58	B	Pre-Intermedio	2015-07-30 05:44:20	2015-07-30 06:06:01	S
4462	483215	comipems-15	1516	45	14	3	7	1111111111	1111111111	1100111111	0001100010	1011000000	1000000000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23 daughter@24is@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 am not@32 don@33 don@34 Do@35 Do...play@36 do....teaches@37 do@38 not take@39 are...doing@40 don	@41 Was@42 are@43 ate@44 wrote@45 don@46 can@47 can@48are@49does....go@50 visited	@51 Are ... going to take@52 most attractive@53 more pretty @54 so quiet that@55 taller than@56 can be@57 doesn@58 will travel@59 never@60 none 	57.63	B	Pre-Intermedio	2015-07-30 05:48:36	2015-07-30 06:00:55	S
4463	390031	comipems-15	1516	39	20	21	7	1111111111	1111111111	1111111110	1111011111	1111101111	0101111110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 like	@31 don@32 doesn@33 doesn@34 Do@35 Does...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 won@47 didn@48did@49did....go@50are going to visit	@51 Are ... going taking@52 more attractive@53 more pretty @54 as quiet as@55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 any	89.83	B+	Pre-Intermedio	2015-07-30 05:51:44	2015-07-30 06:10:02	S
4464	390180	comipems-15	1516	48	11	40	7	1111111111	1111111111	1111110111	1111101111	1111111011	1110111111	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Is there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teaches@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48do@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet @55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 no	93.22	B+	Pre-Intermedio	2015-07-30 05:52:29	2015-07-30 06:02:22	S
4465	478504	comipems-15	1516	37	22	44	7	1111111110	1101111111	1111000111	0000001010	1101001001	1100100010	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 aren	@11 am not @12aren@13 What@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 Is it@26 Is@27 There are@28 go@29 dance@30 likes	@31 am not@32 don@33 not@34 Are@35 Does...play@36 do...teach@37 am doing@38 not take@39 are...doing@40 didn	@41 Was@42 were@43 eat@44 wrote@45 can@46 don@47 didn@48are@49is...going@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 as quiet @55 tallest@56 are@57 didn@58 traveled@59 yet@60 any	59.32	B	Pre-Intermedio	2015-07-30 05:54:13	2015-07-30 06:14:48	S
4466	455694	comipems-15	1516	44	15	54	7	1111111111	1111111111	1111111111	1111111101	1111111111	1110111111	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teach@37 am doing@38 is not taking@39 do...do@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 quiet enough@55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 no	96.61	B+	Pre-Intermedio	2015-07-30 05:58:33	2015-07-30 06:12:22	S
4467	486788	comipems-15	1516	44	15	20	7	1111111101	1111111111	1111111111	1111011111	0111111111	1101111110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Does...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Did@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 as quiet as@55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 any	91.53	B+	Pre-Intermedio	2015-07-30 05:57:56	2015-07-30 06:12:08	S
4468	376421	comipems-15	1516	48	11	3	7	1111111111	1011111111	1010111111	1111101010	0011111110	1111011100	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12not be@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 cousins@23sister@24is@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teaches@37 am doing@38 not take@39 are...doing@40 wasn	@41 Did@42 was@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50 visited	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet as@55 taller@56 have been @57 hasn@58 have traveled@59 never@60 any	79.66	B	Pre-Intermedio	2015-07-30 05:58:16	2015-07-30 06:09:18	S
4469	343614	comipems-15	1516	57	2	44	7	1111001000	1001011010	0100110110	0000000010	1100000000	0010010000	@1 am@2 is@3 are@4 Is@5 Is@6Is@7 an@8 an@9 a@10 not	@11 am not @12isn@13 When@14 What@15 What@16 are@17 is@18 is@19 my@20 her	@21 Its@22 parents@23 daughter@24it@25 It@26 There is@27 There are@28 go@29 dance@30 to like	@31 am not@32 don@33 don@34 Are@35 Does...plays@36 do...teach@37 can do@38 does not take@39 are...doing@40 didn	@41 Was@42 were@43 eating@44 write@45 can@46 don@47 can@48are@49is...going@50 visiting	@51 Did ... take@52 the most attractive@53 prettier @54 quiet enough@55 taller than@56 have been @57 didn@58 are traveling@59 never@60 nothing	32.2	A	Introductorio	2015-07-30 06:07:32	2015-07-30 07:27:24	S
4470	322943	comipems-15	1516	33	26	6	7	1111010101	1101011101	0111110101	1001000001	1101001110	0100000000	@1 am@2 is@3 are@4 Is@5 Is@6Are@7 a@8 a@9 a@10 isn	@11 am not @12aren@13 What@14 What@15 What@16 are@17 is@18 are@19 your@20 his	@21 Her@22 parents@23sister@24is it@25 It@26 There is@27 There are@28 go@29 dancing@30 likes	@31 don@32 isn@33 isn@34 Do@35 Does...play@36 do...teach@37 can do@38 not taking@39 will...doing@40 weren	@41 Was@42 were@43 eating@44 wrote@45 won@46 won@47 didn@48did@49did....go@50 visited	@51 Did ... take@52 more attractive@53 more pretty @54 quiet enough@55 taller@56 will be@57 didn@58 will travel@59 never@60 none 	50.85	A+	Básico	2015-07-30 06:03:56	2015-07-30 06:26:51	S
4471	346845	comipems-15	1516	23	36	44	7	1110100011	0000010010	0110011100	0000000000	0000000000	0101110100	@1 am@2 is@3 are@4 Be@5 Are@6Is@7 one@8 one@9 an@10 isn	@11 is not @12not@13 Where@14 Who@15 How@16 are@17 am@18 be@19 my@20 my	@21 Its@22 parents@23sister@24is@25 Is@26 There is@27 Are there@28 go@29 to dance@30 	@31 am not@32 isn@33 don@34 Are@35 Do...plays@36 does...teaches@37 do@38 does not take@39 did...do@40 don	@41 Is@42 was@43 eat@44 are writing@45 don@46 don@47 won@48are@49is...going@50 visit	@51 Are ... going taking@52 more attractive@53 more pretty @54 as quiet as@55 tallest@56 have been @57 doesn@58 have traveled@59 after@60 nothing	28.81	A	Introductorio	2015-07-30 06:08:07	2015-07-30 06:39:47	S
4472	328124	comipems-15	1516	48	11	1	7	1111101110	1001010110	1111100110	1011100001	1000000100	0101100000	@1 am@2 is@3 are@4 Is@5 Are@6 Be@7 an@8 a@9 an@10 aren	@11 am not @12not be@13 Where@14 What@15 Where@16 are@17 are@18 are@19 my@20 her	@21 Their@22 parents@23sister@24is it@25 It@26 They are@27 There are@28 go@29 dance@30 to like	@31 don@32 don@33 doesn@34 Do@35 Do...play@36 do...teach@37 doing@38 not take@39 did...do@40 weren	@41 Was@42 be@43 eating@44 are writing@45 can@46 won@47 don@48did@49is...going@50 visited	@51 Did ... take@52 more attractive@53 prettiest @54 as quiet as@55 tallest@56 can be@57 didn@58 traveled@59 after@60 nothing	49.15	A+	Básico	2015-07-30 06:03:04	2015-07-30 06:13:30	S
4473	390052	comipems-15	1516	51	8	50	7	1111111111	1111111111	1101110111	1111101111	1111111011	1101110111	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23 brother@24is it@25 It@26 There is@27 There are@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teaches@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48are@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettiest @54 as quiet as@55 tallest@56 have been @57 didn@58 have traveled@59 yet@60 no	89.83	B+	Pre-Intermedio	2015-07-30 06:07:08	2015-07-30 06:14:15	S
4474	348551	comipems-15	1516	30	0	60	0	-	-	-	-	-	-	0	0	0	0	0	0	-	-	-	2015-07-30 06:05:55	2015-07-30 06:05:55	N
4475	417044	comipems-15	1516	46	13	26	7	1111011101	1111111111	1111110111	1001000010	1010001001	1000100000	@1 am@2 is@3 are@4 Is@5 Is@6Are@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 There are@28 go@29 dance@30 likes	@31 don@32 don@33 don@34 Do@35 Does...play@36 does...teaches@37 doing@38 does not take@39 are...doing@40 wasn	@41 Was@42 was@43 ate@44 write@45 won@46 won@47 didn@48does@49does....go@50are going to visit	@51 Are ... going to take@52 the most attractive@53 prettiest @54 so quiet that@55 tallest@56 will be@57 doesn@58 will travel@59 never@60 any	59.32	B	Pre-Intermedio	2015-07-30 06:09:06	2015-07-30 06:21:07	S
4476	415785	comipems-15	1516	41	18	36	7	1111110101	1100011111	0101101100	1010001111	1100000010	0100111000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 a@8 a@9 any@10 isn	@11 am not @12aren@13 Where@14 When@15 Where@16 are@17 is@18 are@19 my@20 his	@21 Its@22 parents@23 daughter@24is it@25 It@26 There are@27 Are there@28 go@29 dancing@30 to like	@31 don@32 isn@33 doesn@34 Are@35 Does...play@36 do...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 eat@44 are writing@45 don@46 can@47 don@48does@49did....go@50 visit	@51 Did ... take@52 more attractive@53 more pretty @54 quiet enough@55 tallest@56 have been @57 hasn@58 will travel@59 never@60 nothing	54.24	A+	Básico	2015-07-30 06:10:35	2015-07-30 06:27:29	S
